Id,Name,Painter,Description,Year_early,Year_late,Materials,Colors,Image
SK-A-1216,"Allegorie op de triomftocht van de prins van Oranje, de latere koning Willem II, als held van Waterloo, 1815","Cornelis van Cuylenburgh (II)","Allegorie op de triomftocht van de prins van Oranje, de latere koning Willem II, als held van Waterloo, 1815. De prins staat op een strijdwagen getrokken door vier witte paarden en wordt gekroond door de Vrede. De wagen rijdt door een triomfpoort of ereboog een stad binnen. In de lucht Faam en engelen met een hoorn des overvloeds en het wapen van de prins. Langs de kant de dankbare inwoners en soldaten met vaandels en standaarden.",1815,1815,"doek,olieverf","#594222, #907141, #775831, #3A2E15, #A59262, #1A160A, #D6C087",http://lh6.ggpht.com/bSoUuaHgk0cnoql6Cu_UNTvocbeUASeXZAGRy-AfPLM1SadWMQSazHSPaNCpiVaEyl0aAF_gLn9q2KzpdY2Cm5ly1hc=s0
SK-A-2028,"De Seliktar Aghassi, opperwapendrager van de sultan","Jean Baptiste Vanmour","De Seliktar Aghassi, opperwapendrager van de sultan. Staande, ten voeten uit, met een zwaard over de schouder.",1700,1737,"doek,olieverf","",http://lh3.googleusercontent.com/aMS29dBy2E3T-KUGimfJTfGmugWiu_tsfeLiogmIs9oVQBaP2pI8k4Lr8OAqEivnrG1LvX4xE7gPLPaTT0YqoAiLLOIp=s0
SK-A-825,"François Leidecker (1650-1718). Gedeputeerde ter Rekenkamer van Zeeland","Zacharias Blijhooft","Portret van François Leidecker, gedeputeerde bij de Rekenkamer van Zeeland. Staande ten halven lijve tegen een balustrade voor een formele tuin. Pendant van SK-A-826.",1674,1674,"doek,olieverf","#49483A, #A09672, #79775F, #282721, #E5D7A2, #C9B986, #915C3C",http://lh6.ggpht.com/cc59q6l6toQYDbL4UuE1sY6BFaFyJyxgKqsKhSkxZFtxZleBFYYs79deApOayivdbxZ8oNP61CvYkCL-l_sALI4_ars=s0
SK-A-2109,"De buitenpartij","David Vinckboons (I)","De buitenpartij of fête champêtre. Een elegant gezelschap vermaakt zich in de tuin van een landhuis. Enkele figuren zitten nog aan een rijk gedekte tafel, anderen dansen op de muziek van een man met een luit en een vrouw met een gitaar. Rechts en op de achtergrond enkele liefdesparen.",1610,1610,"paneel,olieverf","#1A150B, #C1B499, #847E68, #A89D85, #5F4C34, #4E2519",http://lh3.googleusercontent.com/K0mckXwWw__e3VPTon3h3sWYO2rOSaX299YNuM_XuAa9iKGACGETas8fQBYRTUrJPvVqd7yFWBrzIlT5dEtDxvR7CpJF=s0
SK-A-4862,"Portret van Cornelia, Clara en Johanna Veth","Jan Veth","Portret van Cornelia, Clara en Johanna Veth, de drie zusters van de kunstenaar. Ten halven lijve, zittend naast elkaar.",1885,1885,"doek,olieverf","#0A0A07, #5D4F36, #7A6E56, #B9AD91, #362C1F, #9B9077",http://lh3.googleusercontent.com/qHDleswBQB0BXbY7OpGtQAEAVqZbJ12Jm8ULNjayv99hgFaIl6yNxBvSA0vu1jwvRBK7qmYuEZby9YS-jU2DV9C2k4c=s0
SK-A-1927,"Schepen bij een rotsachtige kust","Adam Willaerts","Schepen bij een rotsachtige kust. In het water voor kust liggen drie Engelse oorlogsschepen en een een Spaanse galei. Op het strand links begroeten twee heren elkaar met een diepe buiging, in het midden een trompetter en enkele vissers. Rechts wordt op het strand vis verkocht. In de verte een kasteel op een heuvel.",1621,1621,"paneel,olieverf","#D0D5C8, #AAAA8B, #7B683A, #7E8367, #554929, #2E2A1A, #A59456",http://lh6.ggpht.com/u5zqJpEbT_Yyvy19KvX-FRH4kwFBH1GwGj8IOqlZO1E7YmY3qJgstaHP1teJQ_31QgEL27ZZxaoomwWhhPeyr0ZNVg=s0
SK-C-243,"Een moeder die haar kind de borst geeft","Domenicus van Tol","Interieur met een moeder die haar kind de borst geeft. Een oudere dochter kijkt toe, rechts staat de wieg.",1660,1676,"paneel,olieverf","#0A0908, #30271F, #ADA27D, #725F3E, #8E7F59, #593F2D",http://lh3.googleusercontent.com/V-vRhAjnaxWnL44o30__3k83A8YhjrNWPxz4P2lR6bDPIDEG3am3gOJBQJafQtcgz-recx9v9-8VF-nbdlhxI5xUB2zf=s0
SK-A-2001,"Armeense bruiloft","Jean Baptiste Vanmour","Een Armeense bruiloftsstoet is onderweg naar de kerk voor de inzegening van het huwelijk. De muzikanten lopen voorop gevolgd door de bruidegom. Hij wordt vergezeld door een jongeman met een sabel. Dan volgen zijn ouders, de priester en het vrouwelijk deel van het gezelschap met de in rood geklede bruid.
Bruid en bruidegom worden voorafgegaan door kaarsdragers. De lange waskaarsen zal het echtpaar na het huwelijk bewaren.",1720,1737,"doek,olieverf","#4D351E, #181209, #495347, #726541, #80816F, #929788, #A7AFA3",http://lh3.googleusercontent.com/2bXG5UQnKHGnmsut4NIzcJmJ4yjH1b1iU6EEVT-hZ0JUhIB68ZkBM05ts-yCKClAy1MRzUhwhoojlw_mld1bOUqrrR4=s0
SK-A-1724,"Jacob worstelt met de engel","Bartholomeus Breenbergh","Jacob worstelt met de engel. Langs de weg liggen Jacobs mantel en staf, rechts in de verte een stad.",1639,1639,"olieverf,paneel","#3E2A16, #684A1D, #76643B, #120F09, #937D4E, #A68E60, #8E6F30",http://lh3.googleusercontent.com/0_JIAx2COYlU8SM7xHQn4j0KD_rg6hfUa5fcgKLFX0XK5vJPecZ9IXZ3w6YCEMgWa8QdKfc_R0f0LTi8J-5pOoLZ2NY=s0
SK-A-273,"Landschap","Joos de Momper (II)","Heuvellandschap met gezicht op een rivier of meer in een vallei. Op het water zeilen boten. Op de heuvels staan kerken en kastelen. Op de voorgrond gaan mensen te paard en te voet over een weg.",1590,1635,"paneel,olieverf","#B6B6AB, #4D4832, #A29D83, #6B664D, #100E08, #2B2618, #837E62",http://lh3.ggpht.com/HBEEVgdYxcJW1h0uv14H_P67cBybT2ldCJ5w7kRfMBFB4GOpP7ad9eM-Kyu7NFFPxM9aUjPWBopIE6L8pFqKKQpqwYY=s0
SK-A-1862,"Bosvijver","Camille Corot","Bosvijver. Boslandschap met een vijver.",1840,1875,"paneel,olieverf","#E2D794, #C0B477, #615D35, #35321C, #A09861, #847E4A",http://lh3.ggpht.com/-NQtcoFG_IL1hmecA0DY_8sWMApxeNOscRR7rEAjanFAGVTUdgiVrlqOvQy29w1OYaRLFCmj6myB1BsRHAksU5gx4Ls=s0
SK-A-1605,"Het melkuur","Jan van Gool","Het melkuur. Op het erf voor een boerderij spuit een melkmeid speels melk in het gezicht van de man die naast haar zit. Om de figuren meer vee (koe, schaap, geit) en twee spelende honden. Landschap met links in de verte een meer en bergen.",1710,1763,"paneel,olieverf","#111414, #E2D89D, #3A3229, #BCB37E, #878054, #6D5E3F",http://lh5.ggpht.com/OLPZHRcl61N_9r-iRxLPCEqjJWZpxayslE5ziN1yWtzsLtqqJ5hNLZ7cKDymKvSBzlULv4wGNB0f9hVoTneqQns6_g=s0
SK-A-1783,"Mozes verkiest de zeventig oudsten","Jacob de Wit","Mozes verkiest de zeventig oudsten. In een vlakte in de woestijn staat Mozes met uitgestrekte armen tussen de Israëlieten. Op de achtergrond het tabernakel of ark des verbonds, rechts palmbomen en tenten. Modello voor het grote schilderij in de vroedschapskamer van het voormalige Stadhuis op de Dam.",1736,1737,"paneel,olieverf","#B4A36F, #7A898F, #C3BEAE, #937E48, #26231D, #5B5649",http://lh5.ggpht.com/HQ1FRdChUTvADmSDynPNZEz2cmMnP9fEIGcoE0oWiFGkONO8y1cQisB36ikuB-Zguxaul-Wv2mGT49M5ibv8WOeomGl1=s0
SK-A-2245,"Het beleg van 's-Hertogenbosch door Frederik Hendrik, 1629","Pieter de Neyn","Het beleg van 's-Hertogenbosch door Frederik Hendrik in 1629. Gezicht in het kamp van de belegeraars die bezig zijn met takkenbossen de schansen op te bouwen. Links ruiters en dansende vrouwen en soldaten voor een tent. Rechts soldaten en een vrouw bij een kelder. In de verte het profiel van de stad.",1629,1639,"doek,olieverf","",http://lh3.googleusercontent.com/8mK_dQ7eak7oX0HbdnWEAKegi5hatHzyO_M3oWm0857NyldDODw39nCzWS9DEHOvof-2UJLhyZQ1go7vTN7M4xgTRDQ=s0
SK-A-2190,"Ludolf Bakhuysen II (1717-82). Schilder, in het uniform der Dragonders","Tibout Regters","Portret van de schilder Ludolf Bakhuysen II (1717-82), in het uniform der Dragonders. Staande, ten voeten uit, in een landschap, in de linkerhand een zweep.",1748,1748,"paneel,olieverf","#D5BC7B, #946341, #3D4041, #F2E5AF, #0B0E13, #B09C64, #62685F",http://lh3.ggpht.com/_O1NzLNcKjlm1b5QZGGDJkpS7yXkL9XEsuih1tccMliSMd291NEkkEpANpuUoAaMJlguqHQRsQbDM4Mvw7zNXY4y03g=s0
SK-A-1580,"Moeder en kind in Noordhollandse dracht","Jan Claesz.","Portret van een moeder en kind in Noord-Hollandse dracht. Zittend in een leunstoel, het kind bij de moeder op schoot. Het kind heeft rammelaars of bellen aan de mouwen en een bijtstok in een houder aan een ketting op de hals. Het kind draagt een puntige muts en een wit schort.",1601,1601,"paneel,olieverf","",http://lh3.googleusercontent.com/Qm2294B9bXgGaI3mXpoan_01IOTb-xhjey-tvqiYE2zfTQL8sYRtXGy_mBEmgHilUmr1ROXnIfrVAK0NUAxBEF4VkFW8=s0
SK-A-2084,"Zelfportret","Johann Friedrich August Tischbein","Zelfportret van de schilder Johann Friedrich August Tischbein, buste naar rechts.",1782,1782,"doek,olieverf","#433519, #221C0B, #675129, #C1AC7C, #9E8F66, #847046, #D9D3AB",http://lh3.googleusercontent.com/oUY92Oo2D3ZiVrDVUi7A62ZkBbfB3veGBIAKr1vFs9UPNtLkRgtW09Mh79v8TY1WeXDG0IsoojW0OoKBtx8wIzz_sQ=s0
SK-C-309,"De heilige familie","Garofalo","De Heilige Familie in een landschap voor een ruïne. Rechts Johannes de Doper als kind met zijn ouders Elisabeth en Zacharias (of Anna en Joachim). Rechts een berglandschap met in de verte een stad.",1535,1535,"paneel,olieverf","#0F0E0A, #D1C99D, #BBAA66, #413420, #6E533B, #9D6F4A",http://lh3.ggpht.com/uEnXh_TjM8bH0jdinLQ8BdL6QmsS7C1e1tF6u4gSwNH2v7hNGEkfkzr_8i84YnAS4MfTmbmc3COpKT3ckDAds24Ac6U=s0
SK-A-2126,"De verrassing van drie Portugese galjoenen in de Baai van Goa, 30 september 1639","Hendrick van Anthonissen","Zeeslag waarbij op 30 september 1639 drie Portugese galjoenen in de Baai van Goa worden verrast door een Hollands eskader onder bevel van Cornelis Simonsz. van der Veere. De schepen beschieten elkaar en worden vanuit een fort op de wal beschoten.",1653,1653,"doek,olieverf","#94865A, #1A170E, #403B25, #5D5331, #76704A, #9D9371, #503017",http://lh3.googleusercontent.com/S3YSD9sHEf8W5gtH6yGG3nBr2VGL79vvg3Rf4fXcC6RwNIXModSnJP4bGXomWrrL6w5PnHQy4Ylxco5S4iz7gyVeA2M=s0
SK-A-3070,"De wafelbakster","Alexander Hugo Bakker Korff","Voorstelling bekend als 'De wafelbakster', vroeger getiteld 'De taartenbakster'. Interieur van een keuken waarin een vrouw met een wafelijzer in de hand knielt bij een pan waarin zij wafels aan het bakken is. Vervaardigd naar een daguerrotypie.",1850,1882,"paneel,olieverf","#17120D, #36291C, #503D29, #A49A7C, #7B5D40, #937C60",http://lh3.googleusercontent.com/2MDmalFRH9HXdzFeXkUXYx5GYg1GNuMjaTi6DwLm5pm3hax-guhkmfVLAcTeflom4f30hi3GMUAVFAS7G0_X06o6vnc=s0
SK-A-2113,"Levantijnse haven","Thomas Wijck","Levantijnse haven. Oosterse kooplieden onder een boog op de kade van een haven waar kisten, koffers, tonnen en andere goederen voor transport gereed worden gemaakt.",1640,1677,"doek,olieverf","#212017, #594632, #746752, #94866D, #777770, #854228, #AF9C77",http://lh3.googleusercontent.com/q6VF5dfXmhLzAgAFxvpL3wXBkizmyTDZuF0oIAh6aspFQw3TTrJ9OE813TOfmq_Tgrkd3DmLv9pmAqXPi0qgFfr7eVE=s0
SK-A-3286,"IJsvermaak","Barend Avercamp","IJsvermaak buiten de wallen van een stad. Vooraan enkele mannen met kolfstokken. In het midden een arrenslede en schaatsers.",1630,1679,"paneel,olieverf","#D3CA95, #BAAB6B, #948A54, #B6912C, #76622F, #35301B",http://lh3.googleusercontent.com/fu9iRigI3b4YoxP-N-sAlyut2fo241c4At3cKSSSBB4K0t1f5gYNR2ZWkebAXcUOxvA8LMqUDgVO9LKa0rVdzRf-yzM=s0
SK-A-61,"Interieur met twee mannen bij het vuur","Quiringh Gerritsz. van Brekelenkam","Interieur met twee oude mannen zittend bij het vuur. De een heeft een kruik in de hand, de ander steekt met een vuurtestje zijn pijp aan.",1664,1664,"paneel,olieverf","#090C0E, #2B2422, #6C5542, #8E7C6B, #B4A085, #CDC5B8",http://lh3.googleusercontent.com/oxSIMBYPeHS88aRdIY9cO7_sczsKkGvpCFx04BPybHGLWSOK-uJMkbIDhm1JahSfhgL0t7yxxCW5urNmQm_fkuC46Gc=s0
SK-A-3547,"Stadsgezicht in Den Haag (?)","George Hendrik Breitner","Stadsgezicht te Den Haag (?) Studie in mist of sneeuw met een brug en een bomenrij; links lopen enkele figuren.",1880,1923,"paneel,olieverf","#3D3B30, #DED9C0, #CCC2A2, #A8956E, #8B7A5A, #6E5E45",http://lh4.ggpht.com/UpbHjjHSYsyZrHQxPXjsy18zUE0dWn2OnOjv0QnNPirOjC5EW-jUMRb78G-rYPaCuJkg0zS8Ya_RaGCnbXXIC--IsB0=s0
SK-A-2429,"Koeien","Willem Maris","Een groepje grazende koeien in een weiland, links een sloot.",1880,1904,"doek,olieverf","#D4D1C2, #635B40, #4C4430, #352F20, #BBB59D, #857D64, #A59B7D",http://lh5.ggpht.com/WDy-2lPjW-QhytBF6m-kciW1yw6XTEHtt4tOWGnFz6FIP-6ZmjwDZhfdginhRvHFMzaHqIvUwLSK7cHAKjsgxC0hk-CR=s0
SK-A-505,"Portret van Robert Dudley (1532-88), graaf van Leicester","Jan Antonisz. van Ravesteyn","Portret van Robert Dudley (1532-88), graaf van Leicester, landvoogd der Nederlanden. Buste naar links. Onderdeel van de reeks portretten afkomstig uit het Stadhouderlijk Hof te Leeuwarden.",1609,1633,"paneel,olieverf","#030808, #2F2813, #67501C, #AD9864, #CBB889, #A18733, #E5D09F",http://lh5.ggpht.com/nm6H6xA94O38EZEDid_xgEZbGEWH2ZAj8Sl_BApdxI6qByHqfiFZdE0t6quLdX6RHcM-XWC1kHRg_Z6aX8ZCqDJXNeVd=s0
SK-A-2661,"Een zeeschip vaart een binnenwater op","anoniem","Een zeeschip vaart een binnenwater op, links een botter, op de voorgrond een man in een roeiboot. Aan de overzijde van het water ligt een grote boerderij.",1614,1630,"paneel,olieverf","#D8D6D1, #BCB2A0, #7B7C5B, #BB6F4C, #655F37, #323018",http://lh4.ggpht.com/O6DxZrXrqcdRwrnC3J471-dO90ViBYWthIdaKKXj9t-f8Yyl61_-CbnGZuNAAXwC3Sj8TVXHMmBGXbgpx78V2LwQc6g=s0
SK-A-1061,"Ossen in de weide","Jan Kobell (II)","Twee ossen in de weide bij een schutting. Links op de voorgrond een waterplas, rechts op de achtergrond meer vee.",1806,1806,"doek,olieverf","#151614, #716D5F, #F7F0D6, #504737, #A69F89, #D4CCB4",http://lh5.ggpht.com/fwI-vGzQwT59HDxqLM6tQ5ah-MSq_u5I8Q5Le7zq-ZSP5bcMApuM2n8S8-mHpG3T93JgN-Zcg2M7vWFIiVZ-28DNVFI=s0
SK-A-1934,"Sara Stiermans (1704-1757). Echtgenote van de schilder","Dionys van Nijmegen","Portret van Sara Stiermans (1704-17570, de echtgenote van de schilder. Buste in ovaal naar links. Pendant van SK-A-1933.",1750,1798,"koper,olieverf,hout,glas","#231B15, #5A3F29, #857156, #B5AEA2, #988E7A, #ECDFBF",http://lh3.googleusercontent.com/7Uskm2gdYCUUknrZ3gqg_SKzSIWO9lR3no1ejWfZh093TbDXcPcDDWtis07AsdyqBUj0-HfwwfWyRAKX7KTJwL416VA=s0
SK-A-2123,"Drieluik met de bewening","Jan Jansz Mostaert","Drieluik met de bewening. Op het middenpaneel de bewening van Christus in een landschap. Het lichaam van Christus ligt tegen de knie van Maria. Om haar heen de heilige vrouwen, Johannes, Jozef en een monnik. De bewening is een vrije kopie naar het schilderij van Geertgen tot Sint Jans in Wenen. Op de binnenzijde van het linker zijpaneel een knielende stichter met de heilige Petrus. Op de binnenzijde van het rechter zijpaneel de knielende stichteres met de heilige Paulus. Op de buitenzijde van de zijpanelen de wapens van stichter (de familie Speyart van Woerden) en zijn vrouw.",1515,1520,"paneel,olieverf","#412E20, #98947E, #637367, #DCC89E, #91503F, #852122, #FCF5CE",http://lh3.googleusercontent.com/zryTG1L98vTD6JxOY_pG5N3ql5cXWwpZ9GBWFGgdZ30vQTRnXixv6S2BJKOeVhu2D1TJctv65yvd0h5I5PYP65l_its=s0
SK-A-1767,"Landschap met figuren en een dorpskermis","Adriaen Pietersz. van de Venne","Landschap met figuren op de voorgrond, in de verte een dorpskermis. Op de voorgrond een bedelaar, een familie met twee kinderen, enkele ruiters en een huifkar met passagiers. In de verte een dorpsplein voor een kerk waar de stalletjes van een kermis staan opgesteld.",1615,1615,"paneel,olieverf","#211D0D, #403C1F, #A09F71, #6E715A, #CED1B3, #785320",http://lh3.googleusercontent.com/37h27eq6UIiSO7IrYsRWT13AcEbFkiuYDJFZuJsegDHQr0E47Ot14bWdQfDmaCls_txYDE5jcBYt3j6upEz2DRSMYDY=s0
SK-A-1402,"Frouck, barones van Aylva. Sedert 1658 echtgenote van Hans Willem van Aylva","H. de Valck","Portret van Frouck, barones van Aylva, sedert 1658 echtgenote van Hans Willem van Aylva. Kniestuk in ovaal, zittend voor een balustrade, op de achtergrond een landschap. Pendant van SK-A-1401.",1693,1717,"koper,olieverf","#3E3427, #69543B, #120E0B, #DAD4B1, #978C6E, #B5AF8E, #837353",http://lh4.ggpht.com/1tjsf_N6KNnXtUcuTbHpqWNw-nPgInZzsE6wIMauYL80GNXUdraeTwNkyUcUtCSgOt2gR1KyUmz22U01Ur-zE-x_8fE=s0
SK-A-2011,"Feestende Turkse hovelingen voor een tent","Jean Baptiste Vanmour","Een groep feestende Turkse hovelingen bij een tent op het land vermaakt zich met drinken en liefdesspel. Op de voorgrond twee bewakers, rechts een muzikant.",1720,1737,"doek,olieverf","#14130D, #9C8C6A, #6A5837, #54311D, #B8AB8B, #787358",http://lh3.googleusercontent.com/A7NELR-OAMsvMGPjPIMWwissAAjUeLiIx3V-5wN0_Sdqr8HyVoHWwttVoK7-JU0g5KPB_xsBWGajJhpeq22UOEzt9-M=s0
SK-A-641,"Proculeius weerhoudt Cleopatra ervan zich te doorsteken","Joannes Echarius Carolus Alberti","Interieur van een Egyptisch paleis. Cleopatra wil na het vinden van het dode lichaam van Antonius ook zelfmoord plegen maar wordt hiervan weerhouden door Proculeius.",1810,1810,"doek,olieverf","#161517, #533F33, #947968, #8B573B, #A89F97, #CDC5BE",http://lh4.ggpht.com/j7EX1jssRXu8hkZcqmpbonXWCONLgtfYBpqpgydNDePcfVF1bW0qTSnqWtzsIqcPAHfwzUMODMd4VSvcTM-LxNTSQqk=s0
SK-A-4666,"Cydippe met de appel van Acontius","Paulus Bor","Cydippe met de appel van Acontius. Cydippe knielt bij een altaar versierd met festoenen en guirlandes, hiervoor een wierookbrander.",1645,1655,"doek,olieverf","#6C5E43, #A39474, #C9C0A6, #2C2A22, #5C7781, #415C65",http://lh3.googleusercontent.com/j3zOY7WbLqFH4X5Uq5SWabTggUHLXaO11MnIZ1xeHp4y-AfQPK_ZZw-7jELZN5f-VEJrdEW3M3OqHHqXC2sI9Vg3-g=s0
SK-A-3444,"De heilige familie met de kleine Johannes","Paolo Veronese","De heilige familie met de kleine Johannes. Maria met het Christuskind staand op schoot. Rechts Jozef, links op de voorgrond Johannes de Doper als kind met een bosje bloemen in de hand.",1550,1575,"doek,olieverf","#171513, #3D2C22, #694F36, #986A47, #B9966D, #DCBF98",http://lh4.ggpht.com/y2T5OWEY_6X8BpwoNCJDIY9JdzYZqdMolexDZJRoiSfg4m5mAjzv8P4zMke7y3Z3kTSS697dmjwSI93XAIF1tL99nYA=s0
SK-A-459,"Landschap met valkenier","Roelof Jansz. van Vries","Heuvelachtig landschap met verschillende figuren op een weg die langs een herberg loopt. Op de voorgrond een man te paard met een knecht met een valk op de hand.",1650,1681,"doek,olieverf","#413F36, #64614B, #88805D, #979784, #BEB990, #DDDABB",http://lh3.ggpht.com/AFbRcqgqFE1I3bctKQ87OQPzLYVKNfrcWv120mw7Gw_id2HEVgBrXEBWlCK2XtxPhRT4-SCXYCwc8DwkJpgDAI30TsA=s0
SK-C-91,"Het IJ voor Amsterdam met het fregat 'De Ploeg'","Ludolf Bakhuysen","Gezicht op het IJ voor Amsterdam met het oorlogsschip 'De Ploeg'. Verschillende personen op de voorgrond, rechts een steiger.",1680,1708,"doek,olieverf","#C0B498, #7E7460, #413424, #211A12, #A3977E, #5F513C, #445672",http://lh3.googleusercontent.com/AV3MfW_IZgf_s-grinu_WvVN0wih-zzuv8XhxUGHpnIBYg7Q7cG0s-qhTyrgF6cBcEHvO_j9MPzbQHLHZaSThYsZeA=s0
SK-A-2975,"Een schaapskooi bij avondlicht","Théophile de Bock","Een schaapskooi bij avondlicht. Een kudde schapen verzameld voor een boerderij.",1870,1904,"paneel,olieverf","",http://lh6.ggpht.com/efTf1NYX4Q-rM3fELSZAMhOTsnjo1d9khfj2Wpz-0MCPExkvabM4JUgLJu66GEf7TXrjoLKCtyz3EAIttoxNSmqhlA=s0
SK-A-818,"Portret van Belia Claesdr (1566-in of na 1652)","Bartholomeaus Sarburgh","Portret van Belia Claesdr (1566-1647), tweede echtgenote van Pieter Sebastiaensz Kettingh. Buste naar rechts, een boek in de rechterhand. Linksboven het familiewapen.",1630,1630,"paneel,olieverf","",http://lh5.ggpht.com/YPLI3KVIFkC1WiB_7_V5MmpGsp1rVsKiYFhaSetQCgyFQeZTChCwWiKDAm3z5kGlvabmdYG6y2Jw4G8A483yrI48PA=s0
SK-A-2625,"Vissers aan de Amstel te Amsterdam in de nabijheid van het buiten 'De Pauwentuin'","Arent Arentsz.","Vissers aan de Amstel te Amsterdam in de nabijheid van 'De Pauwentuin',  het buitenhuis van der familie Pauw. Twee mannen halen een net binnen.",1625,1630,"paneel,olieverf","#614A2B, #AD9E64, #372918, #160E0D, #89834F, #956835, #C3B985",http://lh4.ggpht.com/RL2QXROt2a6LIZMOLyukv_mUFa4_QkQ8MYfS0Cz1AYWa0_JhCICiI6__tG-bnNug5mYGXxOsmHgI61Mb8MCQjdC20w=s0
SK-A-148,"Posthuum portret van Aucke Stellingwerff. Admiraal van de admiraliteit van Friesland, gesneuveld in 1665 bij Lowestoft door een kanonskogel","Lodewijk van der Helst","Posthuum portret van Aucke Stellingwerff, admiraal van de admiraliteit van Friesland, gesneuveld in 1665 bij Lowestoft door een kanonskogel. Portret ten halven lijve, zittend in een stoel, met de linkerhand op de kanonskogel die voor hem op een tafel ligt. Verder op tafel: een helm met pluimen, commandostaf, geldstukken, een prent of kaart, een buideltje, een kistje met sieraden en een globe.",1670,1670,"doek,olieverf","#19140E, #342116, #483720, #5E5332, #776D4A, #817B5A, #9E9468",http://lh3.googleusercontent.com/iWXuGuD_8sa68pbdncCALzlNdig35s-YjosqxMkogOwHmAq7PmWUMK0pUIbujmrtwk5rchtu6vxrF-64WQkP1cekbqx_=s0
SK-A-2552,"Maria met kind","anoniem","Maria met het kind aan de borst, ten halven lijve voor een draperie van goudbrokaat.",1500,1500,"paneel,olieverf","#785F30, #AA8525, #C0AF97, #3D2F1D, #AB9980, #917D5C",http://lh3.googleusercontent.com/grLa2G231WF_otywwAcVsKZ02c7RbbBuQTEfOsIeyuzXqZnrddJuZz9CoZlzpFVwuuIbIXTUNsBYEOFIcdjmL-l_688=s0
SK-A-28,"IJsgezicht nabij een stad","Nicolaes Pietersz. Berchem","IJsgezicht buiten een stad in de winter. Twee boeren bij een paard op het ijs van een bevroren stadsgracht. Pendant van SK-A-27.",1647,1647,"paneel,olieverf","#474236, #655B44, #2A2216, #847758, #958D74, #B8AD8E, #D1C7A6",http://lh5.ggpht.com/dd-34jF_Is8e593NYLfMjbHN6yoclMKPcT-RnBMpjrvgtG1IrboxwBeHoenNVLy5zfvZUPBAUSdpQn_Ho-MH2jAjxVo=s0
SK-A-2674,"Een Frans eskader bij een rotsachtige kust","Jacob Adriaensz. Bellevois","Een Frans eskader oorlogsschepen bij een rotsachtige kust. Een sloep roeit vanaf de schepen naar de kust. Vergelijk een identieke voorstelling SK-A-4248.",1640,1676,"paneel,olieverf","#8D7F5D, #A59F82, #6A5E42, #5A4729, #492D12, #20160B",http://lh3.googleusercontent.com/23CQ02HBquDDMLAGLJyl5VkYKQwg6H9edxx5LOHVDzWcLaXkslj8a2YT7YCsx0CTuf04t1Jk4e418x_nVP5ZA3w9zFw=s0
SK-A-1784,"Gerard Abrahamsz van der Schalcke (1609-67). Lakenkoopman te Haarlem","Gerard ter Borch (II)","Portret van Gerard Abrahamsz van der Schalcke, lakenkoopman te Haarlem. Kniestuk, handschoen in de linkerhand.",1644,1644,"paneel,olieverf","#0D0D09, #322B1E, #484134, #756141, #AD9A6D, #978258, #BCB691",http://lh3.googleusercontent.com/583LnQFgaLsJi_lAU_DrEKvl9ulDBBoY5hOYk9520DiVWep63h7xqPelprlhn-FEX8YcbTYw71dax-753dOR31x_7g=s0
SK-A-3617,"Stalinterieur","Johan Hendrik Weissenbruch","Interieur van een stal, tussen het stro op de grond scharrelen kippen, tegen de wand staat een kruiwagen.",1895,1895,"doek,paneel,olieverf","#6F6748, #4B442D, #A49D74, #908760, #2A271D, #BAB288, #D2C895",http://lh3.googleusercontent.com/hEb95qbBRR3AuTxbO8by0y_c927lLB-qY5_v0jPefA3hA81LIrmdXYr5y4fl8kRcKZy6aqLAFUGW2jGGVbp1KDpRA_E=s0
SK-A-3517,"Portret van Sara de Bie","Jacob Adriaensz. Backer","Portret van Sara de Bie, de tweede echtgenote van Jan Lutma (getrouwd in 1638). Pendant van SK-A-3516.",1638,1651,"paneel,olieverf","",http://lh3.googleusercontent.com/nP98Fi2tRXl-7qA_ow9CaZhNYuRibwus9vOCBgytYNFQKySVKCXNyDdeZeybtojx8KT5Rg1RH-rrvbbCwFttPZq37aE=s0
SK-A-3990,"Portret van een vrouw met een eekhoorntje","Francesco Montemezzano","Portret van een vrouw met een eekhoorn aan een zilveren ketting. Kniestuk, staande bij een tafel met een Oosters tapijt.",1565,1575,"doek,olieverf","#1E110E, #C8B48A, #774024, #B29557, #876A38, #E3DCB7",http://lh4.ggpht.com/znpxC88L-bKcTqIGj8Jw3mwbqgt5w3dzhQcSepRJI8x-jFZiJ7Y7VHCH-MqwCkowna5-Xt27NLh63XKincIhgfxFnTU=s0
SK-A-485,"Paardenwed bij een grenspaal","Philips Wouwerman","Paardenwed bij een grenspaal. Buiten een stad laat een ruiter zijn paard drinken bij een rivier terwijl hij een ander paard aan de toom houdt. In de omgeving andere figuren en ruiters. In de rivier baden enkele figuren, bij de grenspaal zit een jongen met een hengel.",1650,1668,"paneel,olieverf","#79766E, #969790, #D8D5C0, #ACB0B0, #454037, #22211F",http://lh3.ggpht.com/u1EUc4XEX7QGja1Iq-JhDm8S9M__S5mwi--SrpyhbK37S0FcSlHQCwRq13clr_t8hlcfAygrKC0XgHQjb5weRZtuU5s=s0
